#{"t_start": 1649571591.962805, "env_id": "SimpleDriving-v0"}
-18.813916,38,29.464831
-16.162102,38,29.493167
31.566648,53,29.527233
-18.348178,35,29.549858
-17.021198,46,29.577149
36.910747,40,29.602042
33.618507,46,29.629598
31.180766,51,29.659242
-19.418214,33,29.68046
35.317879,46,29.707566
-20.15793,35,29.728723
29.952954,54,29.758806
-17.247849,49,29.786635
35.895415,44,29.813017
-26.061336,60,29.851286
36.17321,40,29.878399
-22.059091,39,29.903071
37.725928,38,29.926867
-18.53086,46,29.956649
35.049272,41,30.588068
-13.719299,38,30.612145
-22.907743,52,30.642456
-17.645466,42,30.668282
37.980172,34,30.690548
37.683319,34,30.712565
35.650931,42,30.750193
-19.045537,42,30.7793
33.499659,51,30.811384
35.154317,42,30.838176
-23.034173,54,30.870495
34.937533,40,30.895388
-22.400585,57,30.928725
37.586038,34,30.951617
-24.724741,59,30.985657
37.612347,34,31.007021
-22.33354,47,31.03611
-16.194131,36,31.058127
-19.719908,49,31.086267
-23.756315,69,31.124018
-25.503655,57,31.15669
-17.626952,35,31.178719
-21.551269,49,31.207459
-13.467086,33,31.228388
-23.779991,60,31.260802
-27.30994,61,31.29502
-23.671253,57,31.330223
-17.467228,45,31.361399
-24.656022,57,31.395271
-14.122124,33,31.416515
-23.457477,54,31.447458
-14.967841,37,31.470323
38.155113,34,31.491994
37.974687,33,31.512489
-18.967038,53,31.545393
-25.722028,69,31.583959
-14.286723,37,31.606652
-23.445633,56,31.638054
35.337347,43,31.664591
-17.666946,44,31.691889
-21.19815,58,31.725414
37.488375,35,31.747879
36.691269,37,31.770579
35.402365,42,31.79621
-15.36812,34,31.81768
-16.236601,42,32.419308
-20.908985,46,32.44629
37.374874,36,32.46892
-19.642212,48,32.4969
36.730324,38,32.525775
-14.710433,33,32.552235
36.606658,36,32.576383
-19.720181,51,32.605535
36.732198,35,32.627389
36.003317,39,32.651233
37.999772,36,32.673564
39.484322,30,32.693372
-19.9935,46,32.719174
-14.430661,37,32.741529
-23.460278,61,32.773979
33.932167,48,32.801074
35.534132,39,32.823877
-20.747295,55,32.853656
-19.506641,45,32.878875
39.0134,30,32.897856
-16.618652,34,32.918712
-26.685745,57,32.950492
-19.41232,48,32.977861
-12.52111,32,32.99833
-14.324955,36,33.021981
-23.75676,57,33.054943
-16.12288,40,33.078441
35.73774,41,33.10266
-21.807803,54,33.138926
38.393867,34,33.162769
37.532789,37,33.186507
-14.27581,36,33.208739
-23.116514,60,33.243086
-20.082073,43,33.268926
32.684858,50,33.297379
-23.229464,58,33.329023
-24.2267,58,33.360663
-16.3933,43,33.38605
-16.63982,42,33.410264
-20.481643,48,33.436694
33.937792,42,33.460569
-24.349147,49,33.487652
-17.309149,39,33.509905
-15.92473,41,33.536749
36.837517,39,33.560255
-22.481689,50,33.588129
-25.961508,55,33.619054
35.000051,42,34.222447
36.090243,43,34.247963
-19.798549,50,34.27597
-22.751375,57,34.313602
37.49285,39,34.338698
31.396397,55,34.371826
35.389361,38,34.395032
36.155294,41,34.419715
-15.185733,33,34.441057
33.53484,48,34.469509
-17.730903,50,34.498267
38.694312,31,34.518976
32.75107,47,34.546826
36.060901,41,34.571597
33.798609,48,34.59962
-18.048553,45,34.625663
37.817903,35,34.647675
-21.899318,54,34.678633
-18.489345,45,34.704807
33.958528,44,34.730074
39.754698,29,34.7489
37.074739,38,34.771605
-22.008182,59,34.804675
35.55856,44,34.83012
38.576947,31,34.849597
-12.725742,30,34.868676
-17.829719,45,34.899603
39.874856,29,34.921178
-15.684709,33,34.944712
-16.61303,42,34.970193
-14.758106,36,34.991741
-18.942648,50,35.021304
-17.316464,41,35.046925
37.82109,36,35.069532
-25.477251,64,35.105374
37.041404,34,35.127176
-18.684391,49,35.156137
-12.48042,32,35.176991
37.536897,34,35.198542
33.949262,45,35.224164
-18.928048,50,35.252501
-21.306244,53,35.282321
38.298809,33,35.302733
36.241,42,35.327542
34.796708,42,35.351803
-22.577235,58,35.382976
-22.022976,52,35.413759
-18.913869,49,36.023494
-20.771856,55,36.056092
-21.568979,53,36.095281
-19.282263,48,36.124082
36.203301,39,36.147956
-19.889782,53,36.177822
34.247236,48,36.205331
36.111735,40,36.228945
38.829359,33,36.249787
36.551063,39,36.272713
-14.942232,40,36.296542
39.435334,30,36.315685
35.989799,39,36.338847
-24.481229,62,36.372993
38.635533,33,36.393267
32.774723,53,36.422583
34.058277,41,36.4471
36.945826,36,36.46882
-18.571781,49,36.496801
27.883842,63,36.53235
-15.210514,33,36.552874
34.03199,46,36.579659
-22.435579,62,36.613344
32.35956,52,36.643514
38.08428,33,36.672448
39.292945,32,36.696481
38.48212,32,36.718065
-17.033493,41,36.744354
-19.791405,53,36.775377
-16.991033,44,36.801992
35.964759,39,36.825611
-15.933269,45,36.852852
37.740907,35,36.874967
-20.71806,54,36.905939
34.009009,46,36.933502
-23.237376,59,36.96779
36.250574,38,36.991647
35.624711,42,37.017595
-22.908751,60,37.052597
39.334939,30,37.071975
-19.273033,49,37.100789
-21.348288,56,37.132328
35.070924,44,37.157574
-18.389934,45,37.183858
-18.967098,47,37.211419
37.904722,34,37.233054
38.268297,32,37.899453
32.359205,47,37.935114
27.903181,61,37.973074
39.274545,32,37.994585
-21.565976,65,38.031693
37.032469,37,38.055975
34.144701,41,38.080817
-18.375621,47,38.109349
30.375373,56,38.141878
37.336431,36,38.164552
34.975786,40,38.189156
-21.405528,57,38.221317
32.063012,53,38.251554
39.428241,30,38.271092
38.520372,34,38.295703
35.085048,38,38.319598
-12.195377,31,38.340008
-23.741934,63,38.375448
36.17789,37,38.399428
36.487115,42,38.42569
-19.851177,53,38.457059
-16.61105,43,38.483549
33.272349,44,38.510174
36.271925,39,38.536848
38.785931,32,38.567461
34.480623,45,38.599877
-19.28109,46,38.627555
38.872572,31,38.648344
-26.609187,73,38.68877
34.983253,44,38.714557
29.910699,55,38.744747
30.3136,60,38.777719
30.287427,56,38.809581
39.156952,30,38.83118
30.606938,60,38.869669
38.353926,31,38.890773
31.057768,55,38.923355
39.630564,29,38.943593
-21.864379,59,38.977954
38.706422,31,38.998139
33.34621,47,39.027066
34.731119,45,39.05524
-20.227078,53,39.085941
32.562461,50,39.114934
-12.466552,31,39.135552
-11.806793,31,39.156906
32.67473,53,39.891212
33.7797,47,39.931811
-21.424604,60,39.977876
37.461461,37,40.004468
36.838523,38,40.034502
38.150874,35,40.061552
37.276327,35,40.087497
35.295141,41,40.116322
29.0334,64,40.154048
-22.515587,61,40.190244
32.663347,50,40.220799
30.313364,60,40.258039
30.850614,60,40.294731
38.884341,34,40.318207
37.769451,34,40.341441
38.563742,32,40.363559
32.58325,49,40.39434
35.514521,38,40.418962
34.274042,44,40.448872
34.251266,46,40.477046
31.572177,50,40.506338
37.427466,35,40.529252
34.744435,43,40.563383
38.989588,30,40.584208
34.048018,47,40.612254
-14.662749,35,40.634761
39.478004,30,40.654308
30.011464,53,40.684983
33.201757,48,40.712346
36.030627,41,40.735996
31.406517,57,40.767199
39.405695,30,40.786441
34.459488,45,40.81182
29.543143,61,40.844651
-18.164538,46,40.870755
35.657799,44,40.896397
29.550906,56,40.92805
31.937068,48,40.955527
-18.796395,48,40.983204
36.522134,39,41.00683
39.24859,31,41.028519
32.074537,52,41.060299
-13.595841,33,41.08152
32.597545,57,41.115615
27.468575,70,41.165157
33.800032,46,41.819593
-27.077361,72,41.858895
-22.043576,62,41.893564
-19.656789,49,41.921712
39.653872,32,41.942759
38.229759,30,41.962776
36.0214,40,41.987959
37.120007,36,42.010984
30.628024,59,42.047538
32.003962,51,42.07938
-16.845327,45,42.109516
34.943891,44,42.138242
40.111576,29,42.157429
-19.475797,51,42.190212
-16.19823,39,42.214416
38.396162,29,42.233681
-18.348756,48,42.261911
39.593716,30,42.281309
38.567926,32,42.301921
-23.219777,57,42.333869
37.110563,38,42.356881
-23.918228,63,42.397561
39.774005,29,42.417898
35.096438,39,42.445008
-20.865676,51,42.477166
34.574663,42,42.502169
31.61066,51,42.531986
-14.988086,35,42.554146
-21.841193,53,42.584596
34.946003,43,42.610659
-23.055305,62,42.645107
-17.404482,44,42.671085
36.491601,36,42.693257
36.813464,34,42.714051
38.464875,33,42.734489
38.071325,30,42.754148
32.365139,48,42.781798
35.287828,42,42.806841
-18.184305,46,42.833252
30.002165,56,42.864999
38.382351,30,42.884476
28.642373,62,42.918701
38.547738,34,42.940127
-22.895132,59,42.97502
-19.698114,45,43.007
33.270936,49,43.040407
38.788136,32,43.061749
38.649935,31,43.708295
-23.187283,65,43.744304
-14.663833,38,43.76755
-15.138206,38,43.790786
32.545137,46,43.816672
39.03819,32,43.8361
-22.725025,64,43.869663
33.493692,47,43.895592
39.665197,29,43.913534
36.381306,35,43.934553
37.647322,34,43.955048
38.11767,33,43.975366
-21.343988,56,44.0052
30.879549,53,44.036421
-15.535835,38,44.059308
31.22785,53,44.089008
33.403507,47,44.118306
-18.07403,47,44.14599
27.727334,63,44.18044
-18.101225,45,44.207005
39.015175,31,44.231292
38.755087,31,44.253158
-14.010448,35,44.276952
30.958166,54,44.307546
35.87966,41,44.33206
40.533522,28,44.350267
33.424753,48,44.377746
33.051232,55,44.40837
32.173533,53,44.438877
33.57129,45,44.465154
-20.441565,52,44.494328
30.712529,58,44.527197
-21.891589,62,44.562249
38.290994,33,44.582851
37.196373,38,44.606236
33.625749,45,44.632168
33.687799,43,44.657468
33.201384,50,44.685524
31.992145,48,44.712479
37.903257,36,44.733208
40.304826,28,44.750829
-17.894783,44,44.775857
-16.170414,39,44.797969
-21.51037,58,44.83766
28.311161,61,44.873008
36.380177,36,44.894442
35.197738,45,45.501112
39.075098,30,45.521641
35.358691,42,45.547235
29.456675,57,45.579307
34.106778,44,45.605286
37.965389,32,45.625425
37.079814,36,45.647587
38.572074,34,45.669189
38.501241,32,45.689502
34.348217,48,45.717225
36.802285,38,45.739751
34.62942,42,45.763995
28.937026,65,45.798908
36.64473,35,45.820216
38.20255,33,45.84045
38.543241,31,45.859726
37.874313,35,45.88081
31.240661,51,45.909338
34.90281,42,45.933615
29.460619,58,45.965344
40.295541,27,45.982663
29.679856,65,46.026558
40.157623,28,46.045887
33.030407,47,46.072659
37.0523,35,46.093965
31.4293,51,46.123052
32.698062,50,46.152102
35.939589,42,46.177413
27.584369,65,46.212332
34.716303,41,46.236397
30.48454,54,46.265956
-21.704233,59,46.299063
39.397407,30,46.31803
34.143938,45,46.343844
-23.401756,63,46.377764
33.77185,47,46.404365
36.155317,39,46.427537
-14.745032,39,46.450598
34.771919,44,46.47585
33.419085,49,46.503504
38.35064,34,46.525742
35.810847,37,46.551177
-20.839641,51,46.589738
40.083392,28,46.609886
-12.326937,32,46.631222
31.906779,54,46.662786
32.836112,53,46.693843
38.221248,33,47.328891
-14.768662,36,47.3513
39.195238,31,47.371684
26.902277,70,47.410512
32.144503,52,47.440447
28.754535,59,47.474985
33.382106,51,47.505968
35.102904,42,47.534311
34.701593,41,47.561194
35.894747,41,47.588515
29.587358,62,47.624139
31.344848,55,47.656131
35.776496,41,47.681516
35.698431,40,47.705958
27.956796,72,47.744349
32.816478,50,47.772758
37.291513,35,47.794678
35.056576,41,47.828622
38.475394,33,47.852879
30.863747,56,47.884979
32.938198,50,47.914834
27.735843,64,47.950899
37.978443,33,47.972698
32.756398,52,48.003109
-13.681527,35,48.02631
40.829546,27,48.045801
35.022945,42,48.070215
-12.824988,31,48.089652
-14.875165,37,48.113945
32.555874,53,48.145075
38.000436,33,48.167131
27.965602,66,48.203747
31.879892,52,48.234429
35.806664,41,48.260917
29.736862,59,48.296104
30.813748,54,48.32896
-19.422911,53,48.362027
33.634235,46,48.39165
30.355908,56,48.431068
29.230233,61,48.46587
33.117668,50,48.496173
36.559812,36,48.520806
39.520752,30,48.54159
39.293328,30,48.562412
38.206921,36,49.250604
35.475709,38,49.274315
34.131519,48,49.303481
35.79685,42,49.329722
-15.117109,39,49.354022
37.632184,36,49.376901
36.291968,38,49.40079
26.790472,67,49.439605
32.372885,49,49.469337
39.560318,28,49.489764
37.424064,35,49.512148
30.725284,62,49.546833
-12.280301,30,49.566907
35.927708,41,49.592107
39.468349,31,49.612621
29.801796,57,49.645533
37.963586,38,49.668559
36.636248,38,49.692003
33.599012,44,49.725622
32.953794,47,49.757628
28.635938,66,49.794252
37.297849,34,49.816351
36.875766,38,49.840352
28.328293,66,49.877332
34.453313,47,49.90501
39.028592,31,49.923953
33.210096,46,49.949723
29.218512,63,49.982777
28.29639,66,50.018889
31.219378,52,50.048417
30.083241,59,50.081682
38.36356,35,50.103031
35.297181,43,50.12827
35.679418,43,50.15415
32.780883,51,50.183162
29.680643,62,50.217499
37.489658,34,50.238987
35.423359,41,50.263991
32.094297,50,50.293556
36.268661,40,50.323721
39.124028,31,50.346019
30.323603,57,50.381852
36.093332,39,50.408665
38.332975,32,50.430467
38.791337,31,50.451013
35.628487,41,50.477982
33.248786,48,51.133767
38.130377,32,51.153746
30.233853,56,51.18481
38.542678,33,51.205593
34.649112,42,51.229813
36.728629,33,51.250126
36.908356,39,51.273264
32.124638,55,51.303677
32.525173,48,51.329787
40.355012,27,51.346959
40.097037,27,51.36415
40.262301,28,51.381687
27.565859,66,51.415741
37.220391,37,51.437153
33.809957,46,51.462322
34.650722,41,51.486341
39.488952,30,51.505132
31.228292,52,51.536143
39.593211,29,51.564435
39.077413,31,51.587313
39.171825,32,51.607699
34.867516,43,51.633251
34.826879,40,51.656859
38.990872,31,51.676699
38.429947,31,51.696442
33.986166,44,51.721475
37.25243,36,51.742624
31.813591,53,51.771426
-21.462401,55,51.801204
30.88266,56,51.831086
39.017784,31,51.850034
38.003507,34,51.870184
34.813792,43,51.894467
28.717471,64,51.929221
39.748722,29,51.948039
33.438309,50,51.977704
33.652365,46,52.0066
32.280815,48,52.036438
-11.503793,29,52.055757
32.787242,52,52.085592
37.756111,36,52.107763
31.56485,49,52.136262
38.921874,31,52.164896
28.613974,61,52.206645
34.602218,43,52.235196
30.950371,55,52.268724
28.843815,59,52.302426
38.805758,31,52.323378
36.000751,39,52.347772
37.515427,37,52.37187
38.69406,32,53.032985
39.401822,30,53.057614
39.379389,28,53.079961
30.76774,64,53.120096
36.384482,37,53.143515
40.265641,27,53.162402
39.446128,31,53.182841
29.234462,59,53.216063
27.651312,65,53.252857
35.069422,43,53.279089
34.754285,42,53.303363
32.287999,48,53.331063
36.401327,37,53.353681
30.549632,53,53.383358
40.158229,28,53.401606
36.204748,35,53.429988
40.419138,28,53.451943
29.162792,65,53.490309
40.274501,28,53.509011
31.444657,52,53.539491
33.790665,48,53.56846
27.75304,74,53.609674
32.168073,51,53.639305
40.130138,28,53.657893
32.804661,45,53.68421
38.36154,32,53.704372
30.418582,60,53.736254
32.326154,48,53.762646
34.743855,43,53.787137
32.93263,47,53.814153
34.50429,44,53.840506
36.99779,37,53.864141
33.089513,46,53.891695
34.600863,43,53.917786
30.524372,59,53.952146
36.104696,38,53.9752
36.080994,39,53.998812
27.63959,69,54.050055
35.523911,41,54.078843
36.02586,40,54.103451
-19.007871,48,54.13173
36.694762,39,54.155873
32.888796,51,54.18645
35.315257,39,54.210379
33.209666,46,54.238293
37.431972,35,54.26183
35.301944,41,55.001246
34.25128,43,55.040758
39.739774,28,55.071346
36.857427,35,55.101264
39.26293,29,55.129375
35.668926,36,55.158483
31.380857,50,55.192236
39.183825,31,55.211749
40.471709,28,55.2303
37.049519,33,55.251743
31.918099,50,55.280132
33.692917,43,55.305393
37.586933,33,55.326532
32.460858,50,55.354668
40.050164,28,55.373106
39.776929,26,55.390752
29.929196,58,55.427954
34.877513,43,55.457335
40.051417,28,55.476305
31.06102,53,55.507098
-12.360325,29,55.526205
37.853771,34,55.548557
38.229101,33,55.569657
35.208658,39,55.593637
33.831197,46,55.620347
33.300546,45,55.64671
27.776101,64,55.68142
32.914419,47,55.707784
-19.242782,51,55.736119
36.928444,36,55.757591
39.744481,29,55.77564
38.968028,31,55.794577
33.348524,49,55.822984
32.326743,49,55.850413
40.123894,28,55.868472
30.874834,50,55.895782
27.237457,68,55.930758
33.35327,47,55.956646
-10.974526,28,55.974229
31.794078,51,56.001833
32.138779,52,56.040182
37.63105,34,56.064386
39.098199,29,56.084567
30.243129,58,56.11719
34.591466,42,56.143346
39.986832,29,56.163004
33.386987,42,56.188016
34.120619,47,56.215012
38.561542,33,56.235199
31.533818,53,56.265727
40.026555,29,56.284443
36.574791,36,66.466919
37.517643,33,66.486643
40.421175,27,66.502359
38.421356,30,66.51891
33.275281,46,66.541257
33.685705,45,66.56278
32.681417,48,66.585035
38.564348,29,66.600927
35.646016,39,66.619974
34.43982,43,66.640339
37.44146,33,66.658014
30.946607,53,66.682229
35.781875,39,66.701588
27.692956,63,66.729701
36.412747,36,66.748217
36.010803,38,66.767555
30.458107,55,66.792485
33.518414,46,66.814715
39.924483,27,66.829899
29.763651,68,66.860532
27.089733,65,66.889191
36.952956,35,66.907086
35.63796,39,66.926402
34.057583,44,66.947527
39.073059,28,66.963076
27.17171,65,66.994024
29.441983,58,67.023784
38.730356,29,67.045903
40.188752,27,67.067913
37.289649,33,67.092486
34.153313,44,67.119473
35.290767,40,67.144326
29.01191,59,67.176098
38.258438,30,67.193583
30.755087,54,67.220726
31.688938,51,67.246067
40.628447,26,67.261803
35.539865,39,67.283226
36.834057,35,67.303295
36.902746,37,67.32569
32.728965,48,67.353247
28.660321,60,67.385044
38.461,30,67.403025
34.628735,42,67.427514
31.402929,52,67.454721
39.862272,27,67.470801
34.495587,43,67.496978
38.247824,30,67.517533
36.970979,35,67.542731
39.86517,27,67.56414
33.928827,44,67.592718
28.993616,59,67.626278
29.34347,58,67.65869
30.323715,55,67.68827
34.735048,42,67.713159
29.722832,57,67.74427
38.866842,29,67.76108
30.928955,53,67.788559
33.071398,47,67.816278
38.051912,31,67.837142
37.935155,31,67.857568
37.433439,33,67.878809
26.428979,67,67.911029
27.058011,65,67.941083
38.289258,30,67.958526
29.722802,57,67.985471
34.927181,41,68.007163
28.452646,61,68.040808
40.770694,26,68.059148
33.824458,45,68.086791
34.770173,42,68.112128
33.765691,45,68.138676
32.109619,50,68.167567
32.591774,48,68.195446
36.910816,35,68.216703
38.959479,28,68.234986
32.052582,50,68.262967
39.921997,27,68.280177
39.14577,28,68.298475
33.928925,44,68.324701
29.019837,59,68.356941
39.81883,27,68.376993
35.254407,40,68.409665
27.726712,63,68.446325
37.730751,32,68.467777
35.151183,41,68.49087
33.412775,46,68.51445
38.050307,31,68.53286
30.931216,53,68.563741
36.308293,37,68.586869
38.355411,30,68.607345
36.775051,35,68.629942
36.868899,35,68.653379
40.240708,27,68.672995
34.382635,43,68.69985
33.515385,46,68.728049
34.369006,43,68.754393
37.321235,33,68.776523
34.768724,42,68.801981
39.139902,28,68.821375
